review,review lower,review nopunc,review nostop,review noother,cleaned review,polarity,subjectivity
"Cute inside but all the food I tried wasn't that good.I got the chorizo + egg pizza, didn't like the toppings but the dough was good.I tried the bacon pizza, I didn't like how the strips of bacon were fatty/chewy and crispy. I would have preferred bacon crumbles instead of bacon strips.The fries, meanwhile, are delicious. I would definitely get the fries again, they're skinny and crispy and flavorful. The pizzas at Doppio Zero on Hayes Street are MUCH better.","cute inside but all the food i tried wasn't that good.i got the chorizo + egg pizza, didn't like the toppings but the dough was good.i tried the bacon pizza, i didn't like how the strips of bacon were fatty/chewy and crispy. i would have preferred bacon crumbles instead of bacon strips.the fries, meanwhile, are delicious. i would definitely get the fries again, they're skinny and crispy and flavorful. the pizzas at doppio zero on hayes street are much better.",cute inside but all the food i tried wasnt that goodi got the chorizo  egg pizza didnt like the toppings but the dough was goodi tried the bacon pizza i didnt like how the strips of bacon were fattychewy and crispy i would have preferred bacon crumbles instead of bacon stripsthe fries meanwhile are delicious i would definitely get the fries again theyre skinny and crispy and flavorful the pizzas at doppio zero on hayes street are much better,cute inside food tried wasnt goodi got chorizo egg pizza didnt like toppings dough goodi tried bacon pizza didnt like strips bacon fattychewy crispy would preferred bacon crumbles instead bacon stripsthe fries meanwhile delicious would definitely get fries theyre skinny crispy flavorful pizzas doppio zero hayes street much better,cute inside food tried wasnt goodi chorizo egg pizza didnt like toppings dough goodi tried bacon pizza didnt like strips bacon fattychewy crispy preferred bacon crumbles instead bacon stripsthe fries meanwhile delicious definitely fries theyre skinny crispy flavorful pizzas doppio zero hayes street much better,cute inside food tried wasnt goodi chorizo egg pizza didnt like topping dough goodi tried bacon pizza didnt like strip bacon fattychewy crispy preferred bacon crumbles instead bacon stripsthe fry meanwhile delicious definitely fry theyre skinny crispy flavorful pizza doppio zero hayes street much better,0.5,0.75
"Met up with my girlfriend here for  brunch and  really enjoyed my experience. The restaurant is spacious with a bar, indoor and it's done a seating. There's plenty of natural light inside which I appreciated. We ordered Prosecco and some coffees and they were delivered to the table within 6 minutes, evenn on a busy Saturday. Our server was friendly and the food was delicious. The chicken and waffles were cooked to perfection, and the Italian eggs had a sauce that reminded me of my  Nana's! I'd definitely come back here","met up with my girlfriend here for brunch and really enjoyed my experience. the restaurant is spacious with a bar, indoor and it's done a seating. there's plenty of natural light inside which i appreciated. we ordered prosecco and some coffees and they were delivered to the table within 6 minutes, evenn on a busy saturday. our server was friendly and the food was delicious. the chicken and waffles were cooked to perfection, and the italian eggs had a sauce that reminded me of my nana's! i'd definitely come back here",met up with my girlfriend here for brunch and really enjoyed my experience the restaurant is spacious with a bar indoor and its done a seating theres plenty of natural light inside which i appreciated we ordered prosecco and some coffees and they were delivered to the table within 6 minutes evenn on a busy saturday our server was friendly and the food was delicious the chicken and waffles were cooked to perfection and the italian eggs had a sauce that reminded me of my nanas id definitely come back here,met girlfriend brunch really enjoyed experience restaurant spacious bar indoor done seating theres plenty natural light inside appreciated ordered prosecco coffees delivered table within 6 minutes evenn busy saturday server friendly food delicious chicken waffles cooked perfection italian eggs sauce reminded nanas id definitely come back,met girlfriend brunch really enjoyed experience restaurant spacious bar indoor done seating theres plenty natural light inside appreciated ordered prosecco coffees delivered table within 6 minutes evenn busy saturday server friendly food delicious chicken waffles cooked perfection italian eggs sauce reminded nanas id definitely come back,met girlfriend brunch really enjoyed experience restaurant spacious bar indoor done seating there plenty natural light inside appreciated ordered prosecco coffee delivered table within 6 minute evenn busy saturday server friendly food delicious chicken waffle cooked perfection italian egg sauce reminded nanas id definitely come back,0.1886363636363636,0.4681818181818182
"Neighborhood gem. Brunch is fantastic. I love the food, service and the vibe. Couldn't decide between breakfast and pizza so I ordered the chorizo and egg pizza. Solid choice.","neighborhood gem. brunch is fantastic. i love the food, service and the vibe. couldn't decide between breakfast and pizza so i ordered the chorizo and egg pizza. solid choice.",neighborhood gem brunch is fantastic i love the food service and the vibe couldnt decide between breakfast and pizza so i ordered the chorizo and egg pizza solid choice,neighborhood gem brunch fantastic love food service vibe couldnt decide breakfast pizza ordered chorizo egg pizza solid choice,neighborhood gem brunch fantastic love food service vibe couldnt decide breakfast pizza ordered chorizo egg pizza solid choice,neighborhood gem brunch fantastic love food service vibe couldnt decide breakfast pizza ordered chorizo egg pizza solid choice,0.3,0.5333333333333333
"Had a business lunch there, and while it's a little loud for that, the food more than made up for it!One person had the burger, two people had Starbelly salad with steak, and I had the fried chicken po-boy. All I can say ahhh-m-aazzing! The slaw on the po-boy had a light dressing with jalapeños in it and the chicken was perfectly cooked with a light breading. I honestly could have eaten three of these things! That being said, my fries were underwhelming shoestring-ish fries. They weren't bad, but not great either.I wish we could have eaten outside, but that space was reserved by a very large party. Maybe next time...","had a business lunch there, and while it's a little loud for that, the food more than made up for it!one person had the burger, two people had starbelly salad with steak, and i had the fried chicken po-boy. all i can say ahhh-m-aazzing! the slaw on the po-boy had a light dressing with jalapeños in it and the chicken was perfectly cooked with a light breading. i honestly could have eaten three of these things! that being said, my fries were underwhelming shoestring-ish fries. they weren't bad, but not great either.i wish we could have eaten outside, but that space was reserved by a very large party. maybe next time...",had a business lunch there and while its a little loud for that the food more than made up for itone person had the burger two people had starbelly salad with steak and i had the fried chicken poboy all i can say ahhhmaazzing the slaw on the poboy had a light dressing with jalapeños in it and the chicken was perfectly cooked with a light breading i honestly could have eaten three of these things that being said my fries were underwhelming shoestringish fries they werent bad but not great eitheri wish we could have eaten outside but that space was reserved by a very large party maybe next time,business lunch little loud food made itone person burger two people starbelly salad steak fried chicken poboy say ahhhmaazzing slaw poboy light dressing jalapeños chicken perfectly cooked light breading honestly could eaten three things said fries underwhelming shoestringish fries werent bad great eitheri wish could eaten outside space reserved large party maybe next time,business lunch little loud food made itone person burger two people starbelly salad steak fried chicken poboy say ahhhmaazzing slaw poboy light dressing jalapeños chicken perfectly cooked light breading honestly could eaten three things said fries underwhelming shoestringish fries werent bad great eitheri wish could eaten outside space reserved large party maybe next time,business lunch little loud food made itone person burger two people starbelly salad steak fried chicken poboy say ahhhmaazzing slaw poboy light dressing jalapeños chicken perfectly cooked light breading honestly could eaten three thing said fry underwhelming shoestringish fry werent bad great eitheri wish could eaten outside space reserved large party maybe next time,0.10975274725274728,0.6457875457875458
"*** In Short ***Cozy venue serving up an extensive menu of affordable eats.*** In Depth ***Having made the mistake of driving to the nearby tiki bar despite my friend's warnings about the heavy pours, I was in dire need of food and time to sober up. In came Starbelly to the rescue, where the staff let me in even though I arrived 20 minutes before closing.Hungry as I was, my waitress did warn me that their servings were pretty generous, so I had to taper down the greediness that my eyes felt perusing their menu, settling for their supposedly famous bacon spaghetti, which, while tasty, would have benefited from a bit more noodles to balance out the generous portions of bacon (or, you know, less bacon, but why would you do that?!)Definitely planning to come back to try more of the menu, but the pasta alone earns them a solid 3.5 stars for now!***Accessibility Info***Venue - Spacious, with a mix of seating, plenty of which are accessible.Bathroom - Didn't try them.","*** in short ***cozy venue serving up an extensive menu of affordable eats.*** in depth ***having made the mistake of driving to the nearby tiki bar despite my friend's warnings about the heavy pours, i was in dire need of food and time to sober up. in came starbelly to the rescue, where the staff let me in even though i arrived 20 minutes before closing.hungry as i was, my waitress did warn me that their servings were pretty generous, so i had to taper down the greediness that my eyes felt perusing their menu, settling for their supposedly famous bacon spaghetti, which, while tasty, would have benefited from a bit more noodles to balance out the generous portions of bacon (or, you know, less bacon, but why would you do that?!)definitely planning to come back to try more of the menu, but the pasta alone earns them a solid 3.5 stars for now!***accessibility info***venue - spacious, with a mix of seating, plenty of which are accessible.bathroom - didn't try them.", in short cozy venue serving up an extensive menu of affordable eats in depth having made the mistake of driving to the nearby tiki bar despite my friends warnings about the heavy pours i was in dire need of food and time to sober up in came starbelly to the rescue where the staff let me in even though i arrived 20 minutes before closinghungry as i was my waitress did warn me that their servings were pretty generous so i had to taper down the greediness that my eyes felt perusing their menu settling for their supposedly famous bacon spaghetti which while tasty would have benefited from a bit more noodles to balance out the generous portions of bacon or you know less bacon but why would you do thatdefinitely planning to come back to try more of the menu but the pasta alone earns them a solid 35 stars for nowaccessibility infovenue  spacious with a mix of seating plenty of which are accessiblebathroom  didnt try them,short cozy venue serving extensive menu affordable eats depth made mistake driving nearby tiki bar despite friends warnings heavy pours dire need food time sober came starbelly rescue staff let even though arrived 20 minutes closinghungry waitress warn servings pretty generous taper greediness eyes felt perusing menu settling supposedly famous bacon spaghetti tasty would benefited bit noodles balance generous portions bacon know less bacon would thatdefinitely planning come back try menu pasta alone earns solid 35 stars nowaccessibility infovenue spacious mix seating plenty accessiblebathroom didnt try,short cozy venue serving extensive menu affordable eats depth made mistake driving nearby tiki bar despite friends warnings heavy pours dire need food time sober starbelly rescue staff let even though arrived 20 minutes closinghungry waitress warn servings pretty generous taper greediness eyes felt perusing menu settling supposedly famous bacon spaghetti tasty benefited bit noodles balance generous portions bacon know less bacon thatdefinitely planning come back menu pasta alone earns solid 35 stars nowaccessibility infovenue spacious mix seating plenty accessiblebathroom didnt,short cozy venue serving extensive menu affordable eats depth made mistake driving nearby tiki bar despite friend warning heavy pours dire need food time sober starbelly rescue staff let even though arrived 20 minute closinghungry waitress warn serving pretty generous taper greediness eye felt perusing menu settling supposedly famous bacon spaghetti tasty benefited bit noodle balance generous portion bacon know le bacon thatdefinitely planning come back menu pasta alone earns solid 35 star nowaccessibility infovenue spacious mix seating plenty accessiblebathroom didnt,0.049999999999999996,0.46481481481481485
"My first time having brunch here was a delight.  There were so many things on the menu that I had a hard time deciding what to have.  I didn't pause though on the Strawberry Alarm Clock cocktail.  Mmmmm, that was good!My husband went with the loco moco, which I was thinking about.  He then strongly suggested the chicken and waffles, I'm guessing more because he wanted to try it.  I mean, I love chicken and waffles too, but I really needed to change up my brunch game.  I decided on the chilaquiles, which I haven't had in a long time.  Our server was very friendly and when I asked to add an egg, she mistakenly said the chilaquiles came with it.  When my dish came out without it, she was right there to admit that it was her first day and she was still getting used to the menu and being on her own.  No worries, she quickly placed an order for my eggs and it came out quickly to add with my dish.  The chilaquiles was good both with and without the egg and I'd probably make a trip here if I'm ever in the mood for it again.  I only got a small bite of the loco moco, which means it was probably really good since my husband ate it so quickly.Going early was great as we got a table right away and didn't have to deal with the brunch crowd that gathered as we were leaving.  I'm looking forward to another trip to Starbelly, especially hoping we get the same server as she was so nice on her first day.","my first time having brunch here was a delight. there were so many things on the menu that i had a hard time deciding what to have. i didn't pause though on the strawberry alarm clock cocktail. mmmmm, that was good!my husband went with the loco moco, which i was thinking about. he then strongly suggested the chicken and waffles, i'm guessing more because he wanted to try it. i mean, i love chicken and waffles too, but i really needed to change up my brunch game. i decided on the chilaquiles, which i haven't had in a long time. our server was very friendly and when i asked to add an egg, she mistakenly said the chilaquiles came with it. when my dish came out without it, she was right there to admit that it was her first day and she was still getting used to the menu and being on her own. no worries, she quickly placed an order for my eggs and it came out quickly to add with my dish. the chilaquiles was good both with and without the egg and i'd probably make a trip here if i'm ever in the mood for it again. i only got a small bite of the loco moco, which means it was probably really good since my husband ate it so quickly.going early was great as we got a table right away and didn't have to deal with the brunch crowd that gathered as we were leaving. i'm looking forward to another trip to starbelly, especially hoping we get the same server as she was so nice on her first day.",my first time having brunch here was a delight there were so many things on the menu that i had a hard time deciding what to have i didnt pause though on the strawberry alarm clock cocktail mmmmm that was goodmy husband went with the loco moco which i was thinking about he then strongly suggested the chicken and waffles im guessing more because he wanted to try it i mean i love chicken and waffles too but i really needed to change up my brunch game i decided on the chilaquiles which i havent had in a long time our server was very friendly and when i asked to add an egg she mistakenly said the chilaquiles came with it when my dish came out without it she was right there to admit that it was her first day and she was still getting used to the menu and being on her own no worries she quickly placed an order for my eggs and it came out quickly to add with my dish the chilaquiles was good both with and without the egg and id probably make a trip here if im ever in the mood for it again i only got a small bite of the loco moco which means it was probably really good since my husband ate it so quicklygoing early was great as we got a table right away and didnt have to deal with the brunch crowd that gathered as we were leaving im looking forward to another trip to starbelly especially hoping we get the same server as she was so nice on her first day,first time brunch delight many things menu hard time deciding didnt pause though strawberry alarm clock cocktail mmmmm goodmy husband went loco moco thinking strongly suggested chicken waffles im guessing wanted try mean love chicken waffles really needed change brunch game decided chilaquiles havent long time server friendly asked add egg mistakenly said chilaquiles came dish came without right admit first day still getting used menu worries quickly placed order eggs came quickly add dish chilaquiles good without egg id probably make trip im ever mood got small bite loco moco means probably really good since husband ate quicklygoing early great got table right away didnt deal brunch crowd gathered leaving im looking forward another trip starbelly especially hoping get server nice first day,first time brunch delight many things menu hard time deciding didnt pause though strawberry alarm clock cocktail mmmmm goodmy husband went loco moco thinking strongly suggested chicken waffles guessing wanted mean love chicken waffles really needed change brunch game decided chilaquiles havent long time server friendly asked add egg mistakenly said chilaquiles dish without right admit first day still getting used menu worries quickly placed order eggs quickly add dish chilaquiles good without egg id probably make trip ever mood small bite loco moco means probably really good since husband ate quicklygoing early great table right away didnt deal brunch crowd gathered leaving looking forward another trip starbelly especially hoping server nice first day,first time brunch delight many thing menu hard time deciding didnt pause though strawberry alarm clock cocktail mmmmm goodmy husband went loco moco thinking strongly suggested chicken waffle guessing wanted mean love chicken waffle really needed change brunch game decided chilaquiles havent long time server friendly asked add egg mistakenly said chilaquiles dish without right admit first day still getting used menu worry quickly placed order egg quickly add dish chilaquiles good without egg id probably make trip ever mood small bite loco moco mean probably really good since husband ate quicklygoing early great table right away didnt deal brunch crowd gathered leaving looking forward another trip starbelly especially hoping server nice first day,0.15691391941391938,0.571978021978022
"Food is consistently delicious, but also wanted to shout out the very safe-feeling parklet dining that include plastic barriers between tables, covered seating as well as above head heaters. Waiters and staff were also very Covid-safe. Cannot recommend enough for folks who are very Covid-safe.","food is consistently delicious, but also wanted to shout out the very safe-feeling parklet dining that include plastic barriers between tables, covered seating as well as above head heaters. waiters and staff were also very covid-safe. cannot recommend enough for folks who are very covid-safe.",food is consistently delicious but also wanted to shout out the very safefeeling parklet dining that include plastic barriers between tables covered seating as well as above head heaters waiters and staff were also very covidsafe cannot recommend enough for folks who are very covidsafe,food consistently delicious also wanted shout safefeeling parklet dining include plastic barriers tables covered seating well head heaters waiters staff also covidsafe cannot recommend enough folks covidsafe,food consistently delicious also wanted shout safefeeling parklet dining include plastic barriers tables covered seating well head heaters waiters staff also covidsafe cannot recommend enough folks covidsafe,food consistently delicious also wanted shout safefeeling parklet dining include plastic barrier table covered seating well head heater waiter staff also covidsafe cannot recommend enough folk covidsafe,0.5,0.75
"Dear Starbelly,I understand it's Covid and you want to make money off of turning your tables quickly. Thanks for telling me that multiple times.Diners beware that the restaurant has a strict dining time limit that they enforce religiously. Be prepared for your waiter to start rushing you out the door 45 minutes before the end of an arbitrary time limit (they tell you after you sit down) and start pushing you out. Rude and pushy attitudes included.No consideration given if the restaurant serves your food and drinks late. Dining time is also supposed to encompass the diner packing up their food. Maybe you can give a courtesy heads up that you expect me to chug the cocktail you just served me.Star belly, fix your attitude and your system.","dear starbelly,i understand it's covid and you want to make money off of turning your tables quickly. thanks for telling me that multiple times.diners beware that the restaurant has a strict dining time limit that they enforce religiously. be prepared for your waiter to start rushing you out the door 45 minutes before the end of an arbitrary time limit (they tell you after you sit down) and start pushing you out. rude and pushy attitudes included.no consideration given if the restaurant serves your food and drinks late. dining time is also supposed to encompass the diner packing up their food. maybe you can give a courtesy heads up that you expect me to chug the cocktail you just served me.star belly, fix your attitude and your system.",dear starbellyi understand its covid and you want to make money off of turning your tables quickly thanks for telling me that multiple timesdiners beware that the restaurant has a strict dining time limit that they enforce religiously be prepared for your waiter to start rushing you out the door 45 minutes before the end of an arbitrary time limit they tell you after you sit down and start pushing you out rude and pushy attitudes includedno consideration given if the restaurant serves your food and drinks late dining time is also supposed to encompass the diner packing up their food maybe you can give a courtesy heads up that you expect me to chug the cocktail you just served mestar belly fix your attitude and your system,dear starbellyi understand covid want make money turning tables quickly thanks telling multiple timesdiners beware restaurant strict dining time limit enforce religiously prepared waiter start rushing door 45 minutes end arbitrary time limit tell sit start pushing rude pushy attitudes includedno consideration given restaurant serves food drinks late dining time also supposed encompass diner packing food maybe give courtesy heads expect chug cocktail served mestar belly fix attitude system,dear starbellyi understand covid want make money turning tables quickly thanks telling multiple timesdiners beware restaurant strict dining time limit enforce religiously prepared waiter start rushing door 45 minutes end arbitrary time limit tell sit start pushing rude pushy attitudes includedno consideration given restaurant serves food drinks late dining time also supposed encompass diner packing food maybe give courtesy heads expect chug cocktail served mestar belly fix attitude system,dear starbellyi understand covid want make money turning table quickly thanks telling multiple timesdiners beware restaurant strict dining time limit enforce religiously prepared waiter start rushing door 45 minute end arbitrary time limit tell sit start pushing rude pushy attitude includedno consideration given restaurant serf food drink late dining time also supposed encompass diner packing food maybe give courtesy head expect chug cocktail served mestar belly fix attitude system,-0.08333333333333333,0.375
"The Italian eggs are a must! The salads are great too. Also, and very important to me, the French Press coffee is strong, bold and excellent!","the italian eggs are a must! the salads are great too. also, and very important to me, the french press coffee is strong, bold and excellent!",the italian eggs are a must the salads are great too also and very important to me the french press coffee is strong bold and excellent,italian eggs must salads great also important french press coffee strong bold excellent,italian eggs must salads great also important french press coffee strong bold excellent,italian egg must salad great also important french press coffee strong bold excellent,0.4238095238095238,0.5928571428571429
"One of the worst dining experiences I've had in SF. We came for my boyfriend's birthday last night in a party of 6 and from the first moment we spoke to the hostess, she was extremely rude and curt with us and seemed to consistently berate us for being 10 mins late even though the table wasn't even ready after our party had arrived. They also told us we had only 90 mins to eat but then did not bring us our 2nd course of food until 75 mins into the dinner so we had to rush to eat. The hostess/waitress consistently berated is throughout the evening. Wished I read the previous reviews about service here. Really don't understand why they would treat people this way especially since this was for a birthday celebration. Called the manager to calmly explained the situation, but it was the same attitude. Highly do not recommend and will not be coming back.","one of the worst dining experiences i've had in sf. we came for my boyfriend's birthday last night in a party of 6 and from the first moment we spoke to the hostess, she was extremely rude and curt with us and seemed to consistently berate us for being 10 mins late even though the table wasn't even ready after our party had arrived. they also told us we had only 90 mins to eat but then did not bring us our 2nd course of food until 75 mins into the dinner so we had to rush to eat. the hostess/waitress consistently berated is throughout the evening. wished i read the previous reviews about service here. really don't understand why they would treat people this way especially since this was for a birthday celebration. called the manager to calmly explained the situation, but it was the same attitude. highly do not recommend and will not be coming back.",one of the worst dining experiences ive had in sf we came for my boyfriends birthday last night in a party of 6 and from the first moment we spoke to the hostess she was extremely rude and curt with us and seemed to consistently berate us for being 10 mins late even though the table wasnt even ready after our party had arrived they also told us we had only 90 mins to eat but then did not bring us our 2nd course of food until 75 mins into the dinner so we had to rush to eat the hostesswaitress consistently berated is throughout the evening wished i read the previous reviews about service here really dont understand why they would treat people this way especially since this was for a birthday celebration called the manager to calmly explained the situation but it was the same attitude highly do not recommend and will not be coming back,one worst dining experiences ive sf came boyfriends birthday last night party 6 first moment spoke hostess extremely rude curt us seemed consistently berate us 10 mins late even though table wasnt even ready party arrived also told us 90 mins eat bring us 2nd course food 75 mins dinner rush eat hostesswaitress consistently berated throughout evening wished read previous reviews service really dont understand would treat people way especially since birthday celebration called manager calmly explained situation attitude highly recommend coming back,worst dining experiences ive sf boyfriends birthday last night party 6 first moment spoke hostess extremely rude curt seemed consistently berate 10 mins late even though table wasnt even ready party arrived also told 90 mins eat bring 2nd course food 75 mins dinner rush eat hostesswaitress consistently berated throughout evening wished read previous reviews service really dont understand treat people way especially since birthday celebration called manager calmly explained situation attitude highly recommend coming back,worst dining experience ive sf boyfriend birthday last night party 6 first moment spoke hostess extremely rude curt seemed consistently berate 10 min late even though table wasnt even ready party arrived also told 90 min eat bring 2nd course food 75 min dinner rush eat hostesswaitress consistently berated throughout evening wished read previous review service really dont understand treat people way especially since birthday celebration called manager calmly explained situation attitude highly recommend coming back,-0.010444444444444444,0.4171111111111111
"Starbelly is what I would call a hidden gem.  It's located just slightly off the main thoroughfare and I would not have known of this place if it weren't for a friend taking us there.My friends and stopped by after attending an event at the Castro Theatre.  It was fairly late on a weekday but they had availability so off we went!Starbelly has a decent sized menu with plenty of options for diners.  One friend and I each chose to order a pizza while another chose the burger.  I chose the pizza Margherita with an added topping of mushrooms.  The crust was thin and had some chew.  The pizza was flavorful and its ingredients fresh.   My friends also enjoyed their meals.  The dishes are simply prepared and allow for the ingredients to shine.While the food here is good, the staff and the service really stand out.  Patrons consisted of couples and groups on my visit.  It's a nice spot to meet up and have a good time.","starbelly is what i would call a hidden gem. it's located just slightly off the main thoroughfare and i would not have known of this place if it weren't for a friend taking us there.my friends and stopped by after attending an event at the castro theatre. it was fairly late on a weekday but they had availability so off we went!starbelly has a decent sized menu with plenty of options for diners. one friend and i each chose to order a pizza while another chose the burger. i chose the pizza margherita with an added topping of mushrooms. the crust was thin and had some chew. the pizza was flavorful and its ingredients fresh. my friends also enjoyed their meals. the dishes are simply prepared and allow for the ingredients to shine.while the food here is good, the staff and the service really stand out. patrons consisted of couples and groups on my visit. it's a nice spot to meet up and have a good time.",starbelly is what i would call a hidden gem its located just slightly off the main thoroughfare and i would not have known of this place if it werent for a friend taking us theremy friends and stopped by after attending an event at the castro theatre it was fairly late on a weekday but they had availability so off we wentstarbelly has a decent sized menu with plenty of options for diners one friend and i each chose to order a pizza while another chose the burger i chose the pizza margherita with an added topping of mushrooms the crust was thin and had some chew the pizza was flavorful and its ingredients fresh my friends also enjoyed their meals the dishes are simply prepared and allow for the ingredients to shinewhile the food here is good the staff and the service really stand out patrons consisted of couples and groups on my visit its a nice spot to meet up and have a good time,starbelly would call hidden gem located slightly main thoroughfare would known place werent friend taking us theremy friends stopped attending event castro theatre fairly late weekday availability wentstarbelly decent sized menu plenty options diners one friend chose order pizza another chose burger chose pizza margherita added topping mushrooms crust thin chew pizza flavorful ingredients fresh friends also enjoyed meals dishes simply prepared allow ingredients shinewhile food good staff service really stand patrons consisted couples groups visit nice spot meet good time,starbelly call hidden gem located slightly main thoroughfare known place werent friend taking theremy friends stopped attending event castro theatre fairly late weekday availability wentstarbelly decent sized menu plenty options diners friend chose order pizza another chose burger chose pizza margherita added topping mushrooms crust thin chew pizza flavorful ingredients fresh friends also enjoyed meals dishes simply prepared allow ingredients shinewhile food good staff service really stand patrons consisted couples groups visit nice spot meet good time,starbelly call hidden gem located slightly main thoroughfare known place werent friend taking theremy friend stopped attending event castro theatre fairly late weekday availability wentstarbelly decent sized menu plenty option diner friend chose order pizza another chose burger chose pizza margherita added topping mushroom crust thin chew pizza flavorful ingredient fresh friend also enjoyed meal dish simply prepared allow ingredient shinewhile food good staff service really stand patron consisted couple group visit nice spot meet good time,0.20555555555555557,0.5617063492063492
"I got here on a Monday right around noon and it was pretty empty, or maybe everyone was in the back, but I got seated immediately for two. The vibe is unassuming and quite nice. Service was quick right at the beginning, but when we needed to look the menu over a bit longer, it felt like we were forgotten about for a while and had to actively wave someone down to order. I ordered the chilaquiles. It was served with a side house salad which was good as a side. Simple, and easy. The chilaquiles were quite good. A nice crunch a covered in flavor, though I did kinda want more sour cream everywhere or maybe a lime as it could've used a bit more acidity. Still quite good. I had a taste of my friend's Loco moco and it was a very interesting play on the Hawaiian dish. The sauce (usually gravy) was light and tangy. It caught me off guard, so I'm not sure if I really liked the variation. Honestly the burger patty wasn't that impressive either. All in all, a good experience. Not the best brunch in town, but at least the food was sold and there was no wait at all.","i got here on a monday right around noon and it was pretty empty, or maybe everyone was in the back, but i got seated immediately for two. the vibe is unassuming and quite nice. service was quick right at the beginning, but when we needed to look the menu over a bit longer, it felt like we were forgotten about for a while and had to actively wave someone down to order. i ordered the chilaquiles. it was served with a side house salad which was good as a side. simple, and easy. the chilaquiles were quite good. a nice crunch a covered in flavor, though i did kinda want more sour cream everywhere or maybe a lime as it could've used a bit more acidity. still quite good. i had a taste of my friend's loco moco and it was a very interesting play on the hawaiian dish. the sauce (usually gravy) was light and tangy. it caught me off guard, so i'm not sure if i really liked the variation. honestly the burger patty wasn't that impressive either. all in all, a good experience. not the best brunch in town, but at least the food was sold and there was no wait at all.",i got here on a monday right around noon and it was pretty empty or maybe everyone was in the back but i got seated immediately for two the vibe is unassuming and quite nice service was quick right at the beginning but when we needed to look the menu over a bit longer it felt like we were forgotten about for a while and had to actively wave someone down to order i ordered the chilaquiles it was served with a side house salad which was good as a side simple and easy the chilaquiles were quite good a nice crunch a covered in flavor though i did kinda want more sour cream everywhere or maybe a lime as it couldve used a bit more acidity still quite good i had a taste of my friends loco moco and it was a very interesting play on the hawaiian dish the sauce usually gravy was light and tangy it caught me off guard so im not sure if i really liked the variation honestly the burger patty wasnt that impressive either all in all a good experience not the best brunch in town but at least the food was sold and there was no wait at all,got monday right around noon pretty empty maybe everyone back got seated immediately two vibe unassuming quite nice service quick right beginning needed look menu bit longer felt like forgotten actively wave someone order ordered chilaquiles served side house salad good side simple easy chilaquiles quite good nice crunch covered flavor though kinda want sour cream everywhere maybe lime couldve used bit acidity still quite good taste friends loco moco interesting play hawaiian dish sauce usually gravy light tangy caught guard im sure really liked variation honestly burger patty wasnt impressive either good experience best brunch town least food sold wait,monday right around noon pretty empty maybe everyone back seated immediately two vibe unassuming quite nice service quick right beginning needed look menu bit longer felt like forgotten actively wave someone order ordered chilaquiles served side house salad good side simple easy chilaquiles quite good nice crunch covered flavor though kinda want sour cream everywhere maybe lime couldve used bit acidity still quite good taste friends loco moco interesting play hawaiian dish sauce usually gravy light tangy caught guard sure really liked variation honestly burger patty wasnt impressive either good experience best brunch town least food sold wait,monday right around noon pretty empty maybe everyone back seated immediately two vibe unassuming quite nice service quick right beginning needed look menu bit longer felt like forgotten actively wave someone order ordered chilaquiles served side house salad good side simple easy chilaquiles quite good nice crunch covered flavor though kinda want sour cream everywhere maybe lime couldve used bit acidity still quite good taste friend loco moco interesting play hawaiian dish sauce usually gravy light tangy caught guard sure really liked variation honestly burger patty wasnt impressive either good experience best brunch town least food sold wait,0.3701904761904762,0.604031746031746
"always, always a fine experience.  lovely menu and gracious service.  i'm a huge fan.","always, always a fine experience. lovely menu and gracious service. i'm a huge fan.",always always a fine experience lovely menu and gracious service im a huge fan,always always fine experience lovely menu gracious service im huge fan,always always fine experience lovely menu gracious service huge fan,always always fine experience lovely menu gracious service huge fan,0.43888888888888894,0.7166666666666667
