review,word count,char count,stopword count
"Really fun and open vibe in the Castro area. We started with the. White bean purée and a couple of cocktails. Our server was training, but there is a team service vibe here. You will it not be waiting long for anything. Everyone is there to serve, but you also have a contact person We had a great time and our food was really good. If something caches your eye, go ahead and order it. You will not be disappointed.",80,415,34
Same tired menu from 2011. Be seasonal or leave the neighborhood. Some nice inventive chef can take over this space from your fast food chain. I hope others follow this review and demand more from our once great neighborhood joint who all but gave up on living.,47,261,19
"Really awesome evening at Starbelly. Great space, excellent service and a variety of delicious foods.Dumplings were luscious and delicious and cheesy. Pate was soooo good. Even the toast was considered. Gazpacho was creamy and excellent. Cod was flaky and fried chicken was crispy and wonderful.Vaccine requirements started and were super simple and well handled. So good.",56,372,19
Once was great and now mediocre at best:Pizza soggy and bland;Mussels small number and many unopenedServer unfamiliar with menuOverpriced for what it isFir pizza delfina much betterAnother example of a restaurant that never opened correctly after pandemix,37,255,14
"Came here on a monday night for dinner and drinks. My party of 3 made reservations for 6:15 and got seated right away. All the staff was very nice in helping us find suitable drinks. All of us ordered drinks, I tried the strawberry alarm clock which was amazing. Fruity and sweet with little taste of alcohol. My friends ordered the salty dog  which was also a fruity drink with grapefruit. We thought the dumplings were pretty good, they came in a light buttery sauce. The mussels were also a hit. Although we thought the bread was a little underdone and chewy. We also thought the fresh spaghetti noodles were chewy and bouncy noting that we wished the sauce was a tad spicier. We loved the pizza! The fresh corn and bacon made for a smoky flavor while the fried egg provided a yummy richness. If you come here try giving the drinks and pizza a try!",157,851,56
"Haven't been here in about 10 years I think. Food is still very good!  We had the muscles and the steak. Both were very tasty.  The man who greeted us (I think he was a manager) was not very friendly or welcoming however. Kind of bad first impression. Our server was ok, but very very into himself.  Ugh. But aside from the mediocre service I would go back for the food.",71,370,30
"Friendly service, fun casual atmosphere + California comfort food was so good!Pro Tip: Call ahead to request a seat on their cute back patio, complete with palm trees! It's covered so still warm even on chilly days.We got the chicken & waffles & margherita pizza, 10/10 would recommend!",48,286,10
"Love this place.  Excellent food, friendly service, great location.  Chicken liver pate is to die for.......",16,108,3
Food is fine. Service can be better. My waiter was nice but not attentive; i had to get his attention all the time...,23,117,12
"My friends and I stopped by for dinner last night to celebrate my friend's promotion at work. We made reservations for 6 people one week in advance.  Smart idea because this place was packed yesterday! I'm talking about indoor and outdoor dining. Yes, they did follow social distancing protocols with the tables. We ordered spaghetti, Po'Boy fried chicken sandwiches, burgers, pizza, and several cocktails. The staff was attentive even though they had a lot of tables to attend to. Meals arrived promptly. Menu quite limited, but the prices are reasonable considering this is SF. We all seemed to enjoy our food. No complaints. It is a little cramped, so I wouldn't recommend it if you have a phobia of small enclosed places. Parking is limited outside since there are so many popular restaurants around the area. You might have to circle around several times to find a spot.",148,875,51
Of course we all love Starbelly. Gotta admit that corn pizza is not my favorite but everything else is great.,20,109,8
"Delicious food, great outdoor seating, excellent service and appealing ambiance. Highly recommend!",12,98,1
"WOW. Absolutely delicious and definitely want to come back (it's too dangerous we live 2 blocks away.) We were seated right away at 5pm on a Tuesday and it wasn't too busy even when we left at 6:30. The jalapeño cornbread is the most incredible cornbread I've ever had (also not spicy!) Paired with their homemade honey butter, it's *chefs kiss*The starbelly bacon pizza and sweet corn pizza are ridiculously good. The corn was so rich and the bacon so flavorful. It also wasn't spicy so if you're worried about the jalapeño, it isn't a problem!",96,545,39
"We went here for lunch on SF restaurant week. It was quite lovely. We started with the fries served with three dips. Fries were hot and crispy, but only one of the dips was anything to write home about (one was ketchup). From the prix fixe menu, I had the pate with fig jam and mustard which was very good- especially the fig jam. We both choose the Mediterranean plate as our entree. We liked it very much, but thought it could be spiced a little more heavily. Unfortunately, they brought us our entrees when were just about halfway through our appetizers- making our small tabletop crowded & uncomfortable. We also felt a bit rushed. The star of the show were the drinks and dessert! We both loved the basil cucumber limeade and the coffee was perfect! For dessert, we had the date & toffee cake, which was divine! Such a marvelous combination. The cake was not too sweet and had many layers of flavor while still a bit of a rustic type of dessert. The dates & mascarpone were such a scrumptious compliment! The rich, dark coffee was a satisfying pairing with the dessert. Covid practices were on point. Service very good. Price was reasonable. Super diverse staff & patrons (queer & POC friendly). Accessible. We ate inside and we were very far away from other tables. It felt very safe. Starbelly requires that patrons have their mask on whenever they are not eating/drinking. Outside patio and parklet also looked very inviting so will have to try that next!",260,1463,106
"Awesome food, filled with bougie staff with a pretentiousness vibe in the air. Let's just talk food:Brussels Sprouts, 4 stars. Great preparation, served crispy.Fish Tacos, 4 1/2 Stars. So delicious and loaded with fresh fish and slaw. Fries on the side were pretty great, too.Bacon Burger, 4 stars. Pretty classic, which is how I like it. The meat quality was quite good as well.Caesar Salad, 5 stars. My favorite dish. I know it's simple, but when it's done right it's so good.Great spot, would definitely give this a go for a brunch.",92,535,27
Yummy food and drinks! Best to make a reservation on open table so you don't have to wait. I needed to adjust the time was running late so I called and they accommodated me. Chicken poy boy sandwich was really good! My friend ordered the pizza and loved it. The drinks are really unique and flavorful. There isn't a private parking lot you have to park on the street but there is opened spaces near by for street parking. It is a nice walk around the Castro too. I would come again.,92,482,35
"Nice location/setting (check the back patio!), good food and friendly service. We've been there several times abs we'll be back !",21,129,5
"I ordered delivery from this place last night and it was really great!The chicken liver pâté delivers super well--the bread was soft, and the chicken pate was flavorful and creamy.I got the starbelly bacon pizza and added on prosciutto and farm eggs. This was by far the best thing I ordered. The prosciutto was legit prosciutto and I like that they didn't cook it with the pizza but added it on after. The eggs were gooey on the inside but not undercooked. The arugula added the perfect amount of bitter kick, and the tomato sauce they used was incredible.The pumpkin dumplings I did not enjoy as much as the other two dishes, unfortunately. They lacked flavor and were a little bland.All in all a great experience though, and will be ordering from them again.",134,761,56
"I've heard about this place and so glad I finally had a chance to visit! The front is very unassuming, but as you walk in, it's such an adorable space and the back patio is charming!Tis' the Xmas season, so I loved how they added ornaments to the plants and had beautiful wreaths.I enjoyed the cocktails, Strawberry Alarm Clock and The Salty Dog. Their coffee was great too.The salads are huge portions! The Bibb had slices of bacon on it, I'd recommend cutting them as the bacon weren't cooked to my liking and did not look fresh, but the salad was good. Fish tacos were a nice smallportion if you prefer to eat light, but they did have a kick! (Spicy). The pizzas were great! Good portion for two-three people. Service was great. Well staffed and friendly. I'd love to come back!",142,781,60
"Went here for brunch and sat outside.Pros: cute venue and walkable from our hotelCons: While we were seated quickly, it took over 10min for a waiter to stop by our table with water.A leaf fell out of our water pitcher while we were pouring water - it was clearly not something that was intentionally added to the drinkFood was delivered BEFORE our drinks - also the warm drinks were cold. Food was COLD This was my experience - I'm sharing because of how notably unfortunate it was and how disappointed I am - I was really looking forward to my French toast and waffles",104,569,48
"When we arrived they could not find our reservation.  Great start, folks.We were seated in the patio in the back, which was great, but it was a beautiful afternoon and they had the entire patio covered with a fabric roof, blocking out any chance of enjoying the beautiful weather.  It also defeated any Covid-prevention benefit of sitting outside.I ordered the $18 salad, which was advertised on the menu as containing ""seasonal fruit.""  It showed up with chopped apples in it.  ""Seasonal fruit"" at the very end of May would be strawberries or peaches or apricots.  Apples are not ""seasonal"" in late May, but they certainly are a lot cheaper than strawberries, peaches, or apricots, all of which are available fresh and local at farmer's markets the same week we ate here.  This was blatanant false advertising on the menu.  Just say ""apples"" if that is the cheap fruit you are going to put in your salad.The dressing was powerfully astringent.  A sweet fruit would have balanced this out a bit.  Tart apples only added to the off-taste of the salad.Service was the kind where they forget about you for long periods of time even though they are not busy. The busser ended up take good care of us, though.",209,1204,96
"Starbelly is a great spot for comfy brunch food or for their amazing restaurant week deals! I initially came to Starbelly after I saw that their restaurant week lunch was $15 for a 3 course meal consisting of: chicken liver pate, a fried chicken po boy and a salted caramel pot de creme for dessert. The service and the dishes themselves were absolutely delicious, the best of the three definitely being the chicken liver pate which was buttery, and rich with a hint of sweetness. It paired very well with the jam that was served along side the pate. The fried chicken was quite good as well, but it was not as scrumptious as the chicken liver pate, and there are far better places to try fried chicken sandwiches at (such as World Famous HotBoys in Oakland) which outshine this sandwich. Nonetheless, it was a solid sandwich and was very filling!The dessert was also tasty but nothing exciting and new, simply tasting like caramel custard. The second time I came for Starbelly's brunch which is far more fabulous than the restaurant week courses - albeit pricier. My sister and I got the:- French Toast (4.5/5): The french toast came with two thick slices, coated in a strawberry conserve, mascarpone, and pistachios. Although both toast slices were fried they were not too oily and perfectly balanced. The only thing that was missing was a side of maple syrup to dip the pieces of the toast that were not covered in fruit conserve into. - Mimosas: (5/5): The mimosas here are fabulous with the perfect amount of sweetness in the Orange Juice to contrast the strong champagne.- Chorizo pizza: (4/5): The chorizo pizza was great with eggs, large chorizo chunks, cilantro and fresh tomato sauce, however the crust was a tad doughy and the cheese was not as melted as I prefer on oven roasted pizzas. The eggs, however and the chorizo were delicious elements!Be sure to stop by Starbelly the next time you are in the Castro!",336,1922,129
"My favorite restaurant in SF (to date). They have one of my favorite pasta dishes, star belly spaghetti, that includes jalapeño and thick pieces of bacon. I always have the best time there and it is located off of market so it's super convenient to use public transportation to dine there 10/10 would recommend!",54,311,20
I've been wanting to try this place and I'm glad I did. My appointment was 2 blocks away from this place. I did not regret it. The staff was nice  especially the bartender who helped me. I was seated right away. Monday and I guess this time of the year is busy but at least I did not wait in line. I was alone so I decided to sit at the bar. I order 2 things and a beer for me and it was more than enough. I loved the mussels so much,93,433,39
"Stumbled upon Starbelly since the bar we planned on going to was closed and this was one of the most reviewed places in the area. We came on a Friday night around 8pm without a reservation, but managed to be seated after about 20 minutes (shoutout to the party that didn't show up for their reservation). The back patio was cozy and thankfully enclosed from the elements because a bitch gets cold!Can't speak much to the food since we just wanted to have drinks, but we decided on the crispy Brussels sprouts since we love us some Brussels sprouts. They sounded real good on the menu and our server even gassed them up, but we weren't fans at all and definitely had better at other places. The crisp was mostly on the outside leaves, so it was mostly soft, reminiscent of steamed/boiled Brussels sprouts your mama made you eat as a kid. The balsamic flavor wasn't as intense as I would've liked, but the bacon was a nice touch. The cocktails, however, were good and worth coming back for. I had the Strawberry Alarm Clock (house-infused strawberry vodka, aperol, lemon) and the friend had the Salty Dog (tequila instead of gin, elderflower, fresh grapefruit). I don't do vodka like that, but the strawberry infusion took off the edge and made for a refreshing drink.On the way out, our server asked us how everything was, but we didn't have the heart to tell her that them Brussels sprouts were not it because sis was real proud of them. I'll have to come back and try the other food on the menu, if not for the drinks!",274,1519,125
Consistently good food and friendly service. The patio is great and good vibes inside. A great spot,17,99,3
"Front and back outdoor seating. Make sure to request for back outdoor seating on your reservation.  You can enjoy your company and food without observers. Drinks was very good and delicious. We order loco moco, margarita pizza and burger with fries. Each dish was cook to perfection. Service was amazing and attentive. Every staff had their masks  on and hand sanitizer at front entrance. Street parking and walking distance to Castro. We take quick tour to Hot Cookies after.",79,476,25
"Great neighborhood restaurant to get a bite to eat. Try the pizza try different specialty menus does get kind of crowded make sure make reservations. If not, you can walk in his wish. The tears were a little more comfortable services. Good I would recommend this place to anyone visiting and to change it up a bit.",57,314,20
"Ordered delivery via Caviar and loved the food! All the dishes were on point and exactly what I wanted pear date, blue cheese & endive salad ($12) - fresh, crispy, refreshing Pears and endives balanced with sweetness from the dates and tangy-ness from the cheese. Do wish there was a little more blue cheese thoughButternut squash dumplings ($10) - surprisingly sweet flavor due to the butternut squash! A little disappointed with the portion size though - only came with four dumplings Starbelly bacon pizza ($17) - lots of flavorful arugula and bacon on a thin crust Crispy Brussel sprouts ($9) - huge serving for the price! Crispy texture without being too tough. The flavor really coats every layer of the brussel sprouts which is awesome. Nice smoky bacon",128,760,36
"What a wonderful, cozy place for date night during COVID! Went in on a Sunday night and it wasn't too busy (I imagine they must get packed on Friday/Sat night). They have outdoor dining outside of their restaurant but highly recommend you try booking a table on their outdoor back patio - super cute and more sheltered from the wind/cold. Ambience - 5 stars Food - 4 stars. The pasta was light and delicious, the smoked mozz pizza we got was a little too heavy for us. The chicken pate is to die for BUT don't gorge yourself like I did or you'll have some pretty bad stomach cramps lol.Drinks - 4.5 stars. The sangria is meh, but their cocktails are great! Definitely go for those over the sangria.",129,698,50
Starbelly has a nice selection of vegetarian options and a good wine list. I would recommend.,16,93,5
"Came with a large group on a Sunday night. I got reservations here through opentable very easily - there were plenty time and seating options for Sunday night. You're also able to pick whether you want to sit outdoors on their covered patio or inside (standard seating).Our waiter was very friendly and attentive throughout the whole night. We ordered a variety of small plates to share. Favorites were the butternut squash dumplings (the dumpling wrap was so tender and flavorful!) and burrata. We also ordered 3 pizzas to share and they were all great, especially the starbelly bacon - the pie is topped with an overly generous handful of arugula. The crust is a bit crispy for my liking, but others probably would enjoy. Glad I got to try out another restaurant in the area with a very pleasant experience!",140,809,53
"Love that they have vegan cheese for pizzas. Something here for everyone. Amazing salmon entree, great wine and cocktails. Back garden patio has the best ambiance, inside is a bit loud.",31,185,11
"Appetizers and pizzas were really solid. The bangers and mash was undercooked the first time with a significant amount of pink left in the sausage. The second plate they brought had less pink but was still visible. After sending the food back a second time, the manager came out and agreed to comp our appetizers, but was defensive on the coloring of the sausage. Highlighting that it is fully cooked despite the color, and it's made in house. However, a friend who got the same dish as me had no visible pink coloring in theirs.",95,529,43
"Not only is this an Ocean-Friendly restaurant, meaning this establishment has met/exceeded SurfriderSF's criteria for environmental friendliness, but also this place has a great environment and amazing food! My friend and I were quickly seated on a Monday night, sitting on the outside patio surrounded by adorable plants under a fabric roof. We ate the starbelly salad, potato dumplings, and chorizo pizza. Everything came out in a timely fashion and you could tell all the ingredients were fresh and seasonal. The portions were the perfect size and left you full without being in a food coma. The waiters were also super friendly and checked in on us periodically without being overwhelming. Would highly recommend checking this place out if you're on the fence!",123,764,50
"11/14/20I just want to start with this, so you don't think this is another one of those f'd up reviews where I'm like... the food's good but I hated my waiter cause he was having a bad day.  NOPE.  This one is 100% the chef.  The food is TERRIBLE.Okay with that out of the way, another thing to note is that I think this might be the strictest restaurant in terms of masks that I've tried yet this #Covid19 #CoronaVirus season.  The irony is that they don't really social distance here, BUT, all the eating spaces are separated by dividers.  Is that enough?--well, I guess that's up to you, but your chair WILL be inches from your neighbors, but with a 3/4ths-height wall or tarp separating you.  To me, I was okay with it, but just FYI.  But again, the mask thing is STRICT.  They even will not put your food down until you've masked up.Okay, so, now for the good stuff...1. Bloody Mary $11 ""vodka, tomato, chile, house-made bacon"":  Alright, I actually liked their bloody mary.  The flavor was strong, and the liquid was modestly thick and smooth.  I could use a tad more alcohol, but it was fine for brunch.  No real heat though unfortunately.  7/102. Starbelly Salad $12 ""with leaf lettuce, goat cheese, cherry tomatoes, salt & pepper vinaigrette"":  So, read the description--cause that's EXACTLY what you're getting.  That's correct, $12 for sorta-fresh lettuce, kinda like the stuff you get in those mixed green bags at the supermarket.  Tomatoes.  And... the world's most basic dressing.  TWELVE DOLLA'S.  Absolutely zero effort here.  1.5/103. Sunnyside Joe's $13 ""lost coast ground beef, cheddar, onions & spinach, potatoes"":  So this was interesting--it's kinda like their version of a loco moco (which they also had on the menu)?  There's a hamburger patty underneath the spinach and cheese.  Um, yeah, well, that's what it is--patty, spinach, and cheese.  Egg on top.  OH, and the sunny side-up eggs were overcooked as the yolk was half cooked through, BUT strangely, some of the white was still raw and snotty.  The patty was VERY overcooked, and strangely gamey tasting, though I didn't mind the flavor cause I like that sort of thing.  But the meat itself was quite dry, but luckily there was lots of moisture from the spinach and gooey cheese.  The potatoes were lightly fried, and had a good oven-baked flavor.  Overall it tasted okay, despite the overcooked patty.  5/104. Buttermilk Fried Chicken & Waffles $16 ""maple syrup"":  BAD.  One of the WORST chicken & waffles of my life.  Nothing wrong with the waffles themselves, but nothing worth noting either.  BUT, the chicken... wow.  Bricks.  They used white meat, and waaaaaaaaay overcooked them.  Also, the coating was not crisp.  So yeah, mushy coating over bricks.  It should be noted that the white meat was thin, and not even a whole piece of breast, which could have helped with the cooking level if it were.  They must have taken a piece of breast and cut it down 4 times or so to less than 1/2"" thickness.  It's very hard to cook a thin piece of breast to be moist.  So, yeah, it wasn't.  What a crappy way to spend sixteen bucks.  1/105. Cornmeal-Fried Fish Tacos $10 ""house pickled jalapeno & spicy slaw"":  The fish itself tasted fresh, but was overcooked (story of the day) so it was pretty dry.  But worst of all........ there was BARELY any fish at all!  Like seriously.... I get that times are tough, but do we really need to be rationing food like this as if the city was in the middle of a famine???  The tacos were like 80% cabbage.  Seriously.  Just look at my pics--tell me if you can find the fish k?  Oh and the coating wasn't crisp... (you knew I was gonna say that right?)  2/10And lastly, there was a ""SF Mandate"" charge on my bill.  You know how I feel about mystery charges, aka las vegas resort fees.  Work it into your prices like moral businesses would.  Don't surprise people at the end.  How would you like it if you bought a new car for $40k and find that they charged you a $2k worker's health insurance fee?  Wtf right?Just no.1/5#sanfrancisco #americanbrunch #americanfood #star #americancuisine #americanbreakfast",711,4119,257
Nice atmosphere. Food comes out really quick (granted we were here early). Cocktails are solid and overall pricing is fair. Staff was attentive and engaged. I would go back.,29,173,9
"Came here to celebrate our anniversary and though it wasn't the best meal I have had, it didn't disappoint. I liked the food and ambience here.  It's got a modern vibe with sidewalk booths, inside seating, and a back patio area with warm lighting. Online reservation was easy and convenient and we were seated promptly. We got here at 7:30 pm on a Friday night. I noticed plenty of to-go orders during our time here, even saw folks getting to-go drinks.Indoor tables were well spaced out, there was 1 other party in our area. We were asked to keep our masks on when the server approached the table. Service was prompt but wasn't particularly friendly and not on par with other establishments. Hence the 4 stars.We got 2 cocktails  - the Otro Diablo which was on the sweeter side and the margarita mezcal which was more balanced. I enjoyed the mezcal more.For the appetizer, we ordered the butternut squash dumplings and the brussel sprouts. Food portions were on the smaller end but was filling. The dumplings were creamy and refreshing, a great start to dinner.Got the veggie burger and starbelly pizza for mains and both tasted great. Nothing extraordinary about them, just good American food.Would recommend the food here.",209,1225,84
"BEWARE OF DECEPTIVE MENU AND PAYMENT TERMINAL!!Disappointed after reading the glowing reviews here. The food was just OK, nothing crazy special though the vegetarian burger had some fun twists to it. What really upset me is the lack of transparency in their pricing.As we walked in we were handed a menu identical to the one displayed at the door. The prices are listed as $15 for the burger(s) and a 4% healthy sf charge. And yet our final check has the burgers at $16 and a 5% healthy SF charge. That's unacceptable.They use Toast and the machine provides tip suggestions which calculates tip using the post-tax total (so you tip on tax and healthy SF, which is not service). As the healthy sf charge is included in the pre-tax total you basically have to work out the total yourself and then use the custom tip option. It's a very deceptive and shady practice and is different to most other restaurants I've been to.",163,919,67
"So, I'm sitting here seated with my colleagues, and it's been about 20 minutes... no drink have come yet. We haven't ordered cocktails or anything, just soft drinks.  Update: one of the burgers was missing bacon and cheddar, someone ordered a burger, and wasn't offered a side, the fries were not crispy as they could have been and not very salted. I ordered the fried chicken and French toast. It was interesting in the regard that it could have been more flavourful.  The French toast was more eggy than I would like it to be. My supervisor ordered the pizza and said that it wasn't very crispy and that is tasted frozen.",112,623,54
"I've taken so many first dates here. Reliable, charming with good, straightforward food. Even if your date doesn't go well, at least you know the rest of it will be fine.",31,170,12
"Finish other small business meeting and meet friend at this restaurant around the 16th street. This is the celebration of the post covid, and everyone seems to enjoy and have a good time inside. We orders many drinks , the lady prefer the light cocktail, other men just order draft beers and other sparkling drinks or whatever comes to their minds. We also ordered local asparagus pizza, pizza Margherita. I ordered the original starbelly pizzas. We had crispy fried Brussels sprouts and some homemade fries as an appetizer. The atmosphere were excellent and people seemed to enjoy coming here.",99,594,32
"I used to really like Starbelly pre pandemic. However, I think it's gone a bit downhill. I am pretty patient these days as I know places are struggling. However, I had a pretty poor service experience not just once but twice. When I decided to give them a second chance, the service was almost just as poor as the first experience. When we sat outside on our first experience, our waiter was just terrible. We were a table of 5 and everyone thought the server might've been high since he was a bit aloof and forgot everything we asked of him. We had to ask for things several times before they were brought to us. He also never visited our table to see how we were doing after those items arrived or if we wanted to order additional items. And in the end, he left from his shift without telling us or transitioning us to a new server. So we sat there for 20 minutes waiting for our check and the waiter had left the premise. We went and explained our poor service experience to the folks at the front and were shrugged off. I even later wrote to the manager about it, instead of sharing it on Yelp, and was shrugged off once again. Feeling it might be a covid related fluke, we decided to give them another try. Again everything was disjointed. We ordered two starters and two mains and everything arrived at once not allowing us to enjoy our starter courses. Our table was also broken but we couldn't move to another one so we pretty much had to hold the table together while we used our knife and fork to cut, hoping the table wouldn't fall apart. Also, the food we ordered wasn't as good as it used to be. Same with the cocktails. I had been a regular at Starbelly. But now the service is definitely lacking, the food not as good anymore, and most importantly they don't seem to care if you have a positive or negative experience. With all the other great restaurants in the neighborhood, I'm taking Starbelly off my list. I want to support folks who care about their customers.",369,1981,165
"This spot is so cute and the food was amazing! I got Eggs Benedict and my friend got fish tacos (good also, very spicy!) 4 stars because both times I have visited Starbelly for brunch I have had the same server and they seemed extremely unenthusiastic and honestly it felt they were annoyed when we asked small questions about the menu such as, ""do you have coffee?"" and really never come back to the table to check in/ask for refills on drinks ... they took our order/gave the check and that was it.",93,500,41
"Within 24 hours, come at whatever time you want, it doesn't matter, there are a lot of people here, and I've often come, seen a lot of people, and left.I'm lucky that I'm here for 10 days and I'll get to try any dish. I made a reservation here on a Sunday evening because it's relatively less crowded than other days and times of the week. The waffles and chicken had a strong enough flavor. There were portions that I thought for a moment that it wasn't cooked well, but it wasn't because the chicken was 95% cooked well.The service is top notch and I should mention that the order comes quickly and you hardly have to wait. You can also order a fresh juice to cool off while you wait.I was told that the main restaurant was more crowded than the terrace and go there, I liked it better",150,787,69
Really good spot in the Castro. Good food and decently priced! Pretty hopping place so reservations are good to make. Service is good as well.,25,142,8
Such great food and our server was very personable! I loved their pasta. Great place to catch up with friends.,20,110,8
"Very unassuming from the outside, but it is so cool inside. The decorations fit the vibe of the place. The food is so good. We ordered the spaghetti, butternut squash dumplings and the fries. All of the food was surprisingly good, same goes for the drinks.",46,256,20
"Definitely make a reservation for the weekend, but if you don't it is worth the wait. I can only speak on the pizzas (bacon & mushroom) but if other items are half as good as the pizzas then I'd love to try them all.",44,216,24
The food was delicious and the service excellent. Everyone was very welcoming and friendly,14,90,6
"Gurl negative, no FLAVOR! Please season the food! The service was okay, the atmosphere was good.",16,96,5
"I would definitely go back to Starbelly. It looked really cute inside especially with their glass wall that you can see through to their covered back patio. I really enjoyed their chicken liver pate, the onion made all the difference. I also enjoyed their duck confit. It was perfectly paired with the pomegranate, and the bread pudding. I would say the mussels was my least favorite of all the ones we had chosen but it was still pretty decent.I really want to come back and try their other seasonal menus.",90,507,34
"Super easy to make a reservation and they have the covid system down. Everyone is pretty far apart and they're running like clock work. I looked at the menu online before heading to the restaurant and had my item picked out but they had a different menu available and my item was not in there. I'm on a strict diet so I only ordered the Brussels sprouts with the sauce on the side and it was not that great but, my friends foods looked great! So service is awesome, restaurant is super clean, I would have to try the food again when I'm not putting myself through a hellish diet.",110,579,52
Food still isn't bad but service definitely went downhill. The staff used to be way way friendly but this last 2x I went back they don't seem to care to come around to check on their customers. I asked for ice water like 5x before they refilled my ice water.,50,258,17
"Super cute, love the patio, food was pretty good, but nothing amazing. Service was wonderful.Stopped in on a Sunday for a very late brunch. Got seated immediately, service was excellent. We originally sat inside, but they saw that I couldn't really hear my partner, and they helpped us move outside to the patio. One thing, there is only one bathroom, so just don't wait till it's urgent to go. The patio was a wonderful space. Super cute with lots of plants a full roll up sunshade. Food was good, not amazing. The French toast was a lot of fun. And we got the something Joe's which was basically a loco moco but instead of rice there were veggies. which honestly was a great idea especially for keto. Overall, cute not too pricey, and a good spot if you're looking for a good brunch with friends. For sure gonna try and come back and try dinner. Thanks, Sophie",157,862,63
"Great food, service, fun atmosphere - this place has it all! Whether it's lunch, brunch or dinner, it's always super good.",21,122,6
"Went to dinner last night.  Shared the pate appetizer - with mustard grain, marmalade jelly and toasty bread.  Delicious.  We shared the margarita pizza with burrata and mushrooms.  Also very good.  Excellent service, good prices, lovely atmosphere.  Went w a friend at 5:30 pm - both of us 65 plus.  When we were there very comfortable for us knowing most places accommodate younger people.  Will be back!",67,406,19
"last time me and my fanily went to star belly it was great and service was amazing, this time around they took a long time to get to our table and even greeted a large party of 15 htat came in after us... not sure what happened there but we will give them another chance after this expirience",58,292,28
I recently visited Starbelly and I must say that the food is really good. I highly recommend this place.,19,104,5
The food was amazing ! That pizza?  Delicious! Great service as well! The space ir really nice as welll!,19,104,3
"Starbelly has been on my to-try brunch list for a while and I finally got the chance last week. My friend was back in town from HK, we grew up together in the city and were in search of a new place to try out. The restaurant is contemporary and casual with communal tables in the main dining area and picnic tables in the outdoor patio, they also have parklet seating out front. We were seated at a high table in the main dining area and were quickly greeted by a staff member. We ordered the Chicken Liver Pate w/Sweet Onion Marmalade - this is THE dish to order. The pate was smooth and decadent and the sweet onion marmalade made for the perfect blend of flavors. I tried the Fried Chicken & French Toast - fried chicken was crispy on the outside and juicy on the inside. French Toast was big enough to share, I ended up eating only half of one toast! My friend tried the Chilaquiles with a side salad which was tasty and also equally as huge as my dish. Overall beautiful restaurant, friendly staff, and delicious food - I will be back to try other dishes on the menu soon.",205,1077,81
"I've heard about this place for a while now, but hadn't been able to make it yet. Finally got to go there on New Year's Day. Not only is the vibe definitely positive, but the staff and food are great. I got the chicken and waffles for brunch, and I have to be honest that it was quite amazing. I'm pretty picky about my chicken as well. Definitely will be going back!",72,367,35
"A casual yet elegant cozy setting serving flavorful comfort menu items in the heart of the Castro! Worth a stop! Was here with a small group on a Saturday evening - outdoor and indoor dining options currently available. Seated promptly without a reservation ~7 pm. I ordered the starbelly bacon pizza which was topped with jalapeño, arugula and a green goddess dressing smooth with a hint of tarragon and creamy mayonnaise, sour cream that permeated the wealth of existing aromas. The crust was crisp, toasted with a crunch and not doughy or stuffy, but risen, thin to the center but held its integrity against the enriching blend of tomato sauce and dressing. Bacon bits were finely diced and fried to allow bitesized fulfillment with every mouthful of chewing. The arugula was a great compliment to the fatty but guilty delight of bacon - with fresh greenness and its characteristic almost pungent fragrance immersed well as a component of the whole. Unfortunately, the jalapeno seeds were removed - a little more spice would serve the pizza well!  Had the turmeric tonic - a good blend of lemon essence with a hint of ginger sprightly, punchy and inviting. Would want to come back and try their brunch menu some time!",208,1220,74
"I love the ambiance of the restaurant and our server was really sweet and friendly. He really took cared of us. However, I was a little disappointed with the food. I got the buttermilk fried chicken & waffles and salty dog for drinks, but the food was lacking so much flavor! The chicken could have used a lot more seasoning. The food also came kind of cold which was not great.",71,378,26
"Very limited menu! This place is just a place for brunch and alcohol - we came for weekend lunch and there was not a single vegetarian sandwich option. I saw a veggie burger option online but was told it was not part of the brunch menu. If they offer these options at other times, why not for weekend lunch? The servers seemed genuinely offended that I asked for a vegetarian option and, when I settled on a fish taco, could not offer me a non egg/mayo based sauce or even a simple vegetable or two so it wasn't dry. I ended up with a tortilla and fried fish. I realize they make what they make but simply apologizing and saying they cannot accommodate my request would have been better so we could have gone elsewhere. While the food was unsurprisingly poor due to my own extremely limited options, I am leaving a one star review for only offering meat options for sandwiches and poor service.",165,894,69
Love this spot and the service! The back patio is where it's at! I'm here for both the chicken and waffles or the chicken and French toast. Both fire. Does not disappoint. Also that lavender lemonade is fresh!,38,209,17
Great place with great food! Shared appetizers and espresso martinis. High recommend!!,12,86,2
"I came here on a Sunday for brunch because our first option was closed but this was a decent backup plan.  We walked in without any reservations and managed to get seated immediately for indoor dining.  The outdoor seating in their parklet and private back patio looked full though.I got the Sunnyside Joe's and overall it was fine - nothing special and could use a few improvements.  The ground beef patty was bland but the onions, spinach, and cheese helped add some flavor.  The eggs weren't completely runny and some of the yolk was cooked through.  Kind of a bummer since sunnyside up is pretty much in the name of the dish.  I like cheesy things so it was nice seeing all the melted cheese on top.  It did leave the whole dish a bit oily though and salty on certain bites.  The side of crispy potatoes was a winner though.",151,828,59
